mot;affichage;longueur;categorie;definition;registre;niveau;verif
SO;So;2;initiales;Magazine français au nom anglais;factuel;2;presse spécialisée
SO;So;2;initiales;Deux lettres devant Foot en kiosque;joueur;2;titre de presse
SO;So;2;initiales;Adverbe anglais devenu nom de revue;factuel;3;usage éditorial
SR;S.R.;2;initiales;Initiales d'un champion du monde espagnol;factuel;1;titre de 2010
SR;S.R.;2;initiales;Capitaine du Real aux buts décisifs en finale;factuel;2;égalisation de 2014
SR;S.R.;2;initiales;Deux lettres qui montaient sur les corners;joueur;2;habitude du défenseur
SV;S.V.;2;initiales;Sigle qui suit Hambourg ou précède Werder;factuel;3;abréviation allemande
SV;S.V.;2;initiales;Abréviation courante des clubs d'outre-Rhin;factuel;2;usage germanique
SV;S.V.;2;initiales;Deux lettres qui sentent la Bundesliga;joueur;2;convention allemande
TA;ta;2;initiales;Adjectif devant passe ratée, en tribune;joueur;2;possessif féminin
TA;ta;2;initiales;Il précède compo dans les débats du samedi;joueur;1;discussions de supporters
TA;ta;2;initiales;Deux lettres du tutoiement de vestiaire;factuel;1;possessif courant
TE;te;2;initiales;Pronom du coéquipier qu'on interpelle;factuel;2;deuxième personne
TE;te;2;initiales;Deux lettres criées d'un couloir à l'autre;joueur;2;communication sur le terrain
TE;te;2;initiales;Complément du tutoiement de vestiaire;factuel;1;pronom personnel
TH;T.H.;2;initiales;Initiales d'un champion du monde 1998;factuel;1;titre remporté en France
TH;T.H.;2;initiales;Une statue leur rend hommage à l'Emirates;factuel;3;légende d'Arsenal
TH;T.H.;2;initiales;Deux lettres devenues cultes à Londres;joueur;2;idole des Gunners
TK;T.K.;2;initiales;Initiales d'un milieu allemand du Real;factuel;2;club madrilène
TK;T.K.;2;initiales;Champion du monde 2014 en deux lettres;factuel;1;titre au Brésil
TK;T.K.;2;initiales;Il ne ratait jamais une passe, disait-on;joueur;2;précision technique
TU;tu;2;initiales;Pronom du vestiaire, jamais du protocole;joueur;2;tutoiement
TU;tu;2;initiales;Il s'impose entre coéquipiers;factuel;1;deuxième personne
TU;tu;2;initiales;Deux lettres devant vas y et devant tires;joueur;2;encouragement sur le terrain
UD;U.D.;2;initiales;Sigle qui précède Las Palmas ou Almeria;factuel;3;union deportiva
UD;U.D.;2;initiales;Abréviation espagnole de plusieurs clubs;factuel;2;usage ibérique
UD;U.D.;2;initiales;Deux lettres devant des noms de la Liga;joueur;2;convention espagnole
UN;un;2;initiales;Numéro traditionnel du gardien;factuel;1;maillot du portier
UN;un;2;initiales;Il suffit pour gagner quand la défense tient;joueur;1;victoire minimale
UN;un;2;initiales;Deux lettres pour le premier du classement;factuel;1;place de leader
US;U.S.;2;initiales;Sigle qui précède Boulogne ou Orléans;factuel;3;union sportive
US;U.S.;2;initiales;Abréviation du pays coorganisateur du Mondial 2026;factuel;1;États-Unis
US;U.S.;2;initiales;Deux lettres qui ont accueilli la finale;joueur;1;MetLife Stadium
VA;va;2;initiales;Verbe devant marquer dans une prédiction;joueur;1;futur proche
VA;va;2;initiales;Il précède y quand le banc s'impatiente;joueur;2;encouragement
VA;va;2;initiales;Deux lettres du verbe aller, troisième personne;factuel;1;conjugaison
VJ;V.J.;2;initiales;Initiales d'un ailier brésilien du Real;factuel;1;club madrilène
VJ;V.J.;2;initiales;Il figurait parmi les vedettes du Mondial 2026;factuel;2;affiche du tournoi
VJ;V.J.;2;initiales;Deux lettres qui dansent après avoir marqué;joueur;2;célébration brésilienne
VU;vu;2;initiales;Participe de l'arbitre qui n'avait rien remarqué;joueur;2;décision contestée
VU;vu;2;initiales;Il complète on l'a tous à la télévision;joueur;1;ralenti de l'action
VU;vu;2;initiales;Participe passé du verbe voir;factuel;1;conjugaison
WR;W.R.;2;initiales;Initiales du buteur record de Manchester United;factuel;2;marque du club
WR;W.R.;2;initiales;Elles vont aussi au sélectionneur marocain de 2022;factuel;3;Walid Regragui
WR;W.R.;2;initiales;Son retourné dans le derby a fait le tour du monde;joueur;3;but de 2011
XH;X.H.;2;initiales;Initiales du métronome du Barça;factuel;2;milieu catalan
XH;X.H.;2;initiales;Champion du monde et double champion d'Europe;factuel;2;2008, 2010 et 2012
XH;X.H.;2;initiales;Deux lettres qui ne perdaient jamais un ballon;joueur;2;maîtrise technique
YD;Y.D.;2;initiales;Initiales du Serpent, champion du monde 1998;factuel;3;surnom du joueur
YD;Y.D.;2;initiales;Milieu offensif des Bleus de 1998 et 2000;factuel;2;double champion
YD;Y.D.;2;initiales;Son père a aussi porté le maillot bleu;joueur;3;filiation footballistique
YT;Y.T.;2;initiales;Initiales d'un milieu ivoirien du Barça et de City;factuel;2;parcours du joueur
YT;Y.T.;2;initiales;Quadruple Ballon d'Or africain;factuel;2;palmarès continental
YT;Y.T.;2;initiales;Son frère aîné a aussi porté le maillot éléphant;joueur;3;fratrie ivoirienne
ZI;Z.I.;2;initiales;Initiales d'un attaquant suédois au grand ego;joueur;1;personnage médiatique
ZI;Z.I.;2;initiales;Il a joué au Barça, au Milan et au PSG;factuel;1;carrière du joueur
ZI;Z.I.;2;initiales;Deux lettres au retourné acrobatique célèbre;factuel;2;but contre l'Angleterre
ZZ;Z.Z.;2;initiales;Initiales du buteur de la finale 1998;factuel;1;deux têtes contre le Brésil
ZZ;Z.Z.;2;initiales;Ballon d'Or 1998 en deux lettres;factuel;2;distinction individuelle
ZZ;Z.Z.;2;initiales;Le maître de la roulette, en initiales;joueur;1;geste emblématique
ACA;A.C.A.;3;clubs;Sigle du club de la cité impériale corse;factuel;3;Ajaccio
ACA;A.C.A.;3;clubs;Il dispute le derby insulaire;factuel;3;rivalité corse
ACA;A.C.A.;3;clubs;Trois lettres rouge et blanc;joueur;3;couleurs du club
ADO;ado;3;initiales;L'espoir de dix-sept ans en est encore un;joueur;1;jeune du centre
ADO;ado;3;initiales;Abrégé d'adolescent;factuel;1;troncation courante
ADO;ado;3;initiales;Trois lettres déjà titulaires en Liga;joueur;2;précocité des prodiges
AEK;A.E.K.;3;clubs;Sigle d'un grand club d'Athènes;factuel;3;championnat grec
AEK;A.E.K.;3;clubs;Il partage sa ville avec deux autres grands clubs;factuel;3;football athénien
AEK;A.E.K.;3;clubs;Trois lettres jaune et noir;joueur;3;couleurs du club
AFC;A.F.C.;3;initiales;Sigle de la confédération asiatique;factuel;3;instance continentale
AFC;A.F.C.;3;initiales;Elle organise la Coupe d'Asie;factuel;2;compétition continentale
AFC;A.F.C.;3;initiales;Trois lettres qui suivent aussi le nom de Bournemouth;joueur;3;club anglais
AGE;âge;3;fillfoot;Il figure à côté du nom sur la feuille;factuel;1;donnée du joueur
AGE;âge;3;fillfoot;Celui d'or d'un club se raconte encore;factuel;1;période faste
AGE;âge;3;fillfoot;Le talent n'en a pas, dit le proverbe;joueur;1;adage consacré
AIR;air;3;vocab;Le domaine des grands gabarits;factuel;2;jeu aérien
AIR;air;3;vocab;La balle y reste sur une chandelle;factuel;2;ballon en suspension
AIR;air;3;vocab;Les centraux y règnent sans partage;joueur;2;duels aériens
AJA;A.J.A.;3;clubs;Sigle du club bourguignon;factuel;3;Auxerre
AJA;A.J.A.;3;clubs;Guy Roux l'a dirigé pendant des décennies;factuel;2;longévité du technicien
AJA;A.J.A.;3;clubs;Trois lettres blanc et bleu;joueur;3;couleurs du club
ALE;ale;3;culture;Bière brune servie dans les pubs anglais;factuel;2;boisson britannique
ALE;ale;3;culture;Trois lettres qu'on lève avant le coup d'envoi;joueur;2;rituel d'avant-match
ALE;ale;3;culture;Boisson de fermentation haute;factuel;3;technique brassicole
ALG;ALG;3;initiales;Code FIFA du pays du groupe J en 2026;factuel;3;avec l'Argentine
ALG;ALG;3;initiales;Trois lettres surnommées les Fennecs;joueur;1;surnom de la sélection
ALG;ALG;3;initiales;Vainqueur de la CAN en 1990 et en 2019;factuel;2;palmarès continental
AME;âme;3;fillfoot;Elle habite un club plus qu'un effectif;factuel;2;identité d'une équipe
AME;âme;3;fillfoot;Le capitaine est celle du groupe;joueur;1;rôle du meneur d'hommes
AME;âme;3;fillfoot;Chevillée au corps, elle fait revenir de trois buts;joueur;2;force morale
AMI;ami;3;initiales;Ce que le derby suspend le temps d'un match;joueur;2;rivalité amicale
AMI;ami;3;initiales;Celui qui garde ta place à l'abonnement;factuel;2;habitude des tribunes
AMI;ami;3;initiales;Trois lettres avec qui on refait le match;joueur;1;convivialité d'après-match
ANE;âne;3;fillfoot;Animal dont on coiffe le cancre;factuel;1;expression scolaire
ANE;âne;3;fillfoot;Son bonnet revient au dernier du classement;joueur;1;image consacrée
ANE;âne;3;fillfoot;On lui préfère le fauve sur les écussons;joueur;2;emblème peu prisé
ANS;ans;3;fillfoot;Le contrat court sur trois ou quatre;factuel;1;durée d'engagement
ANS;ans;3;fillfoot;Trente-cinq, et on parle déjà de la fin;factuel;1;âge d'un joueur
ANS;ans;3;fillfoot;On les compte à rebours pour le doyen;joueur;2;longévité
ARC;arc;3;vocab;Il délimite le coin du terrain;factuel;2;quart de cercle du corner
ARC;arc;3;vocab;Devant la surface, il tient les autres à distance;factuel;3;arc du point de réparation
ARC;arc;3;vocab;Tracé en blanc sur la pelouse;joueur;1;marquage au sol
ARG;ARG;3;initiales;Code FIFA du finaliste du Mondial 2026;factuel;1;défaite contre l'Espagne
ARG;ARG;3;initiales;Tenant du titre battu à New York;factuel;1;finale du 19 juillet
ARG;ARG;3;initiales;Trois lettres bleu ciel et blanches;joueur;1;couleurs de l'Albiceleste
ARM;ARM;3;selections;Code FIFA de l'Arménie;factuel;3;abréviation officielle
ARM;ARM;3;selections;Sélection du Caucase du Sud;factuel;3;géographie
ARM;ARM;3;selections;Trois lettres qui signifient arme en anglais;joueur;2;homonymie
ART;art;3;fillfoot;Discipline où le beau prime sur l'utile;factuel;2;acception classique
ART;art;3;fillfoot;Certains jurent que ce sport en est un;joueur;1;débat récurrent
ART;art;3;fillfoot;Le geste mille fois répété finit par en devenir un;joueur;2;maîtrise technique
ASM;A.S.M.;3;initiales;Sigle du club de la principauté;factuel;2;AS Monaco
ASM;A.S.M.;3;initiales;Trois lettres rouge et blanc au stade Louis-II;joueur;2;couleurs et enceinte
ASM;A.S.M.;3;initiales;Il a vendu Bamba à Newcastle en 2026;factuel;3;mercato de juillet
AUS;AUS;3;initiales;Code FIFA de l'Australie;factuel;2;abréviation officielle
AUS;AUS;3;initiales;Sélection passée d'une confédération à l'autre;factuel;3;bascule vers l'Asie
AUS;AUS;3;initiales;Trois lettres surnommées les Socceroos;joueur;2;surnom de la sélection
AUT;AUT;3;initiales;Code FIFA du pays battu trois à zéro par la Roja;factuel;3;seizième de finale 2026
AUT;AUT;3;initiales;Sélection du groupe J en 2026;factuel;3;avec l'Argentine
AUT;AUT;3;initiales;Trois lettres qui évoquent le Wunderteam d'antan;joueur;3;équipe des années trente
AXE;axe;3;vocab;Couloir central du terrain;factuel;1;zone médiane
AXE;axe;3;vocab;Il relie les deux surfaces;factuel;2;ligne longitudinale
AXE;axe;3;vocab;Là où règnent les grands costauds;joueur;2;poste des défenseurs centraux
AZE;AZE;3;selections;Code FIFA de l'Azerbaïdjan;factuel;3;abréviation officielle
AZE;AZE;3;selections;Sélection du Caucase;factuel;3;géographie
AZE;AZE;3;selections;Trois lettres au bord de la Caspienne;joueur;3;situation du pays
BAC;bac;3;fillfoot;Récipient rempli où l'on plonge les jambes;factuel;1;matériel du club
BAC;bac;3;fillfoot;Celui à glace attend les joueurs après l'effort;factuel;1;protocole de récupération
BAC;bac;3;fillfoot;L'eau y est à dix degrés et personne n'aime ça;joueur;1;bain froid
BAL;bal;3;fillfoot;Réjouissance à laquelle on compare un match ouvert;factuel;2;image consacrée
BAL;bal;3;fillfoot;L'ouvrir, c'est marquer le premier;joueur;1;expression consacrée
BAL;bal;3;fillfoot;Il a duré tout le match et cinq réalisations;joueur;2;rencontre spectaculaire
BAL;bal;3;fillfoot;Il a duré nonante minutes et cinq réalisations;joueur;2;rencontre spectaculaire
BAN;ban;3;vocab;Interdiction de stade visant un supporter;factuel;2;sanction administrative
BAN;ban;3;vocab;Il tient un groupe à l'écart des gradins;factuel;2;mesure d'éloignement
BAN;ban;3;vocab;Le joueur en disgrâce y est relégué;joueur;2;mise à l'écart
BAR;bar;3;fillfoot;Le club en exploite un dans ses tribunes;factuel;1;service au public
BAR;bar;3;fillfoot;On y refait la rencontre jusqu'à minuit;factuel;1;convivialité d'après-match
BAR;bar;3;fillfoot;Les tactiques les plus brillantes s'y inventent;joueur;1;expertise de comptoir
BAS;bas;3;vocab;Le bloc l'est quand il colle à sa surface;factuel;2;organisation défensive reculée
BAS;bas;3;vocab;Le centre tendu arrive à cette hauteur;factuel;3;trajectoire au ras du sol
BAS;bas;3;vocab;De tableau, il fait très peur au printemps;joueur;1;zone de relégation
BAT;bat;3;vocab;Verbe de celui qui l'emporte;factuel;1;conjugaison
BAT;bat;3;vocab;Il le record du club en une seule soirée;factuel;2;performance individuelle
BAT;bat;3;vocab;Trois lettres devant le tenant du titre;joueur;2;exploit sportif
BEC;bec;3;fillfoot;Organe de l'oiseau qui orne certains blasons;factuel;2;emblème animalier
BEC;bec;3;fillfoot;S'y casser les dents contre un bloc regroupé;joueur;2;expression consacrée
BEC;bec;3;fillfoot;Clouer le sien, c'est faire taire un rival;joueur;1;expression consacrée
BEL;BEL;3;initiales;Code FIFA du quart-de-finaliste du Mondial 2026;factuel;2;battu par l'Espagne
BEL;BEL;3;initiales;Il a éliminé les États-Unis en huitièmes;factuel;2;victoire à Seattle
BEL;BEL;3;initiales;Trois lettres surnommées les Diables rouges;joueur;1;surnom de la sélection
BFA;BFA;3;selections;Code FIFA du Burkina Faso;factuel;3;abréviation officielle
BFA;BFA;3;selections;Sélection surnommée les Étalons;factuel;3;surnom du pays
BFA;BFA;3;selections;Trois lettres finalistes de la CAN en 2013;joueur;3;parcours continental
BIH;BIH;3;initiales;Code FIFA de la Bosnie-Herzégovine;factuel;3;abréviation officielle
BIH;BIH;3;initiales;Sélection battue sept à zéro par l'Allemagne en qualifs;factuel;3;record encaissé
BIH;BIH;3;initiales;Trois lettres des Balkans;joueur;3;implantation du pays
BIO;bio;3;initiales;Résumé de carrière sur la fiche du joueur;factuel;2;notice biographique
BIO;bio;3;initiales;Trois lettres au dos du programme du stade;joueur;2;présentation des effectifs
BIO;bio;3;initiales;Abrégé de biographie;factuel;1;troncation courante
BIS;bis;3;vocab;Répétition immédiate du même exploit;factuel;2;seconde réalisation
BIS;bis;3;vocab;Le buteur en signe un juste après le premier;factuel;1;doublé
BIS;bis;3;vocab;Le public le réclame comme au spectacle;joueur;1;expression consacrée
BLE;blé;3;fillfoot;Céréale dont le nom sert à parler d'argent;factuel;2;terme familier
BLE;blé;3;fillfoot;Le club en manque pour boucler son recrutement;joueur;1;trésorerie serrée
BLE;blé;3;fillfoot;Il fait tourner le marché des transferts;joueur;1;nerf du mercato
BOB;bob;3;culture;Chapeau souple porté en tribune l'été;factuel;1;couvre-chef du supporter
BOB;bob;3;culture;Il se décline aux couleurs du club;factuel;1;produit dérivé
BOB;bob;3;culture;Trois lettres qui protègent du soleil;joueur;1;fonction de l'objet
BOL;bol;3;fillfoot;Récipient du petit-déjeuner à la mise au vert;factuel;1;quotidien du joueur
BOL;bol;3;fillfoot;En avoir, c'est voir le ballon rentrer sur un rebond;joueur;1;expression consacrée
BOL;bol;3;fillfoot;Il en faut autant que de talent, disent les anciens;joueur;2;part de chance
BOX;box;3;vocab;Anglicisme pour la surface de réparation;factuel;2;terme anglais
BOX;box;3;vocab;Le milieu qui la traverse sans cesse vaut cher;joueur;3;profil box-to-box
BOX;box;3;vocab;Y toucher la balle de la main coûte onze mètres;joueur;1;penalty concédé
BRA;BRA;3;initiales;Code FIFA du pays cinq fois champion du monde;factuel;1;record de titres
BRA;BRA;3;initiales;Éliminé en huitièmes de finale en 2026;factuel;2;pire résultat depuis 1990
BRA;BRA;3;initiales;Trois lettres jaune et vert;joueur;1;couleurs de la Seleção
BUS;bus;3;vocab;On le gare devant la cage;joueur;1;expression du jeu ultra-défensif
BUS;bus;3;vocab;Mourinho serait passé maître dans cet art;joueur;2;réputation défensive du technicien
BUS;bus;3;vocab;Il transporte l'équipe jusqu'au stade;factuel;1;déplacement de l'équipe
BUT;but;3;vocab;Le ballon a franchi la ligne entièrement;factuel;1;ballon au-delà de la ligne
BUT;but;3;vocab;Cage de 7,32 m sur 2,44 m;factuel;2;dimensions officielles FIFA
BUT;but;3;vocab;On le crie plus fort que tout le reste;joueur;1;cri des tribunes
BUT;but;3;vocab;Il fait exploser un stade entier;joueur;1;réaction du public
CAF;C.A.F.;3;initiales;Sigle de la confédération africaine;factuel;2;instance continentale
CAF;C.A.F.;3;initiales;Elle organise la Coupe d'Afrique des nations;factuel;1;compétition continentale
CAF;C.A.F.;3;initiales;Trois lettres qui règnent sur un continent;joueur;2;autorité régionale
CAN;C.A.N.;3;fillfoot;Sigle de l'épreuve continentale africaine;factuel;1;Coupe d'Afrique des Nations
CAN;C.A.N.;3;fillfoot;Elle prive les clubs de leurs internationaux;factuel;2;calendrier de janvier
CAN;C.A.N.;3;fillfoot;Trois lettres qui vident les effectifs européens;joueur;2;absence des sélectionnés
CAP;cap;3;vocab;En anglais, il compte les sélections;factuel;3;terme anglo-saxon
CAP;cap;3;vocab;Passer celui des quarts change une carrière;joueur;2;étape franchie
